icao,iata,name,lat,lon,municipality,country
KMHP,,Metter Municipal Airport,32.37389,-82.08177,Metter,US
KMHR,MHR,Sacramento Mather Airport,38.55474,-121.29799,Sacramento,US
KMHT,MHT,Manchester-Boston Regional Airport,42.9326,-71.4357,Manchester,US
KMHV,MHV,Mojave Air &  Space Port,35.05639,-118.14534,Mojave,US
KMIA,MIA,Miami International Airport,25.79601,-80.28975,Miami,US
KMIB,MIB,Minot Air Force Base,48.4156,-101.358,Minot,US
KMIC,MIC,Crystal Airport,45.062,-93.3539,Minneapolis,US
KMIE,MIE,Delaware County Johnson Field,40.2423,-85.3959,Muncie,US
KMIO,MIO,Miami Municipal Airport,36.9092,-94.8875,Miami,US
KMIT,MIT,Shafter Airport - Minter Field,35.5074,-119.192,Shafter,US
KMIV,MIV,Millville Municipal Airport,39.3678,-75.0722,Millville,US
KMIW,MIW,Marshalltown Municipal Airport,42.1127,-92.9178,Marshalltown,US
KMJD,,Picayune Municipal Airport,30.4875,-89.6512,Picayune,US
KMJQ,MJQ,Jackson Municipal Airport,43.65,-94.9865,Jackson,US
KMJX,MJX,Ocean County Airport,39.9275,-74.2924,Toms River,US
KMKA,,Miller Municipal Airport,44.5252,-98.9581,Miller,US
KMKC,MKC,Charles B. Wheeler Downtown Airport,39.1232,-94.5928,Kansas City,US
KMKE,MKE,General Mitchell International Airport,42.9472,-87.8966,Milwaukee,US
KMKG,MKG,Muskegon County Airport,43.1695,-86.2382,Muskegon,US
KMKJ,,Mountain Empire Airport,36.8949,-81.3499,Rural Retreat,US
KMKL,MKL,McKellar-Sipes Regional Airport,35.5999,-88.9156,Jackson,US
KMKN,,Comanche County City Airport,31.9168,-98.6003,Comanche,US
KMKO,MKO,Muskogee-Davis Regional Airport,35.6565,-95.3667,Muskogee,US
KMKS,,Berkeley County Airport,33.1855,-80.0363,Moncks Corner,US
KMKT,MKT,Mankato Regional Airport,44.22478,-93.91913,Mankato,US
KMKV,,Marksville Municipal Airport,31.0947,-92.0691,Marksville,US
KMKY,MRK,Marco Island Executive Airport,25.995,-81.6725,Marco Island,US
KMLB,MLB,Melbourne Orlando International Airport,28.10201,-80.64109,Melbourne,US
KMLC,MLC,Mc Alester Regional Airport,34.8824,-95.7835,Mc Alester,US
KMLD,MLD,Malad City Airport,42.1666,-112.297,Malad City,US
KMLE,MIQ,Millard Airport,41.19588,-96.11211,Omaha,US
KMLF,MLF,Milford Municipal-Ben and Judy Briscoe Field,38.4266,-113.012,Milford,US
KMLI,MLI,Quad City International Airport,41.4485,-90.5075,Moline,US
KMLJ,MLJ,Baldwin County Regional Airport,33.1542,-83.2407,Milledgeville,US
KMLS,MLS,Miles City Airport - Frank Wiley Field,46.42727,-105.88537,Miles City,US
KMLT,MLT,Millinocket Municipal Airport,45.6478,-68.6856,Millinocket,US
KMLU,MLU,Monroe Regional Airport,32.5109,-92.0377,Monroe,US
KMMH,MMH,Mammoth Yosemite Airport,37.62538,-118.84306,Mammoth Lakes,US
KMMI,MMI,McMinn County Airport,35.3973,-84.5626,Athens,US
KMMK,,Meriden Markham Municipal Airport,41.5087,-72.8295,Meriden,US
KMML,MML,Southwest Minnesota Regional Airport - Marshall/Ryan Field,44.4505,-95.8219,Marshall,US
KMMS,MMS,Selfs Airport,34.2315,-90.2896,Marks,US
KMMT,MMT,Mc Entire Joint National Guard Base,33.9208,-80.8013,Eastover,US
KMMU,MMU,Morristown Municipal Airport,40.79906,-74.41495,Morristown,US
KMMV,,McMinnville Municipal Airport,45.1944,-123.136,McMinnville,US
KMNF,,Mountain View Airport,36.9928,-91.7145,Mountain View,US
KMNI,,Santee Cooper Regional Airport,33.5871,-80.2087,Manning,US
KMNM,MNM,Menominee–Marinette Twin County Airport,45.1267,-87.6384,Menominee,US
KMNN,MNN,Marion Municipal Airport,40.6162,-83.0635,Marion,US
KMNV,,Monroe County Airport,35.5454,-84.3802,Madisonville,US
KMNZ,,Hamilton Municipal Airport,31.6659,-98.1486,Hamilton,US
KMOB,MOB,Mobile Regional Airport,30.6912,-88.2428,Mobile,US
KMOD,MOD,Modesto City Co-Harry Sham Field,37.6258,-120.954,Modesto,US
KMOP,MOP,Mount Pleasant Municipal Airport,43.6217,-84.7375,Mount Pleasant,US
KMOR,MOR,Morristown Regional Airport,36.1794,-83.3755,Morristown,US
KMOT,MOT,Minot International Airport,48.25801,-101.27912,Minot,US
KMOX,MOX,Morris Municipal Airport Charlie Schmidt Field,45.566,-95.9672,Morris,US
KMPE,,Philadelphia Municipal Airport,32.7994,-89.126,Philadelphia,US
KMPG,,Marshall County Airport,39.8808,-80.7358,Moundsville,US
KMPI,RMY,Mariposa Yosemite Airport,37.5109,-120.04,Mariposa,US
KMPJ,MPJ,Petit Jean Park Airport,35.1389,-92.9092,Morrilton,US
KMPO,MPO,Pocono Mountains Municipal Airport,41.13602,-75.37957,Mount Pocono,US
KMPR,MPR,Mc Pherson Airport,38.3524,-97.6913,Mc Pherson,US
KMPV,MPV,Edward F Knapp State Airport,44.2035,-72.5623,Barre/Montpelier,US
KMPZ,MPZ,Mount Pleasant Municipal Airport,40.9466,-91.5111,Mount Pleasant,US
KMQB,MQB,Macomb Municipal Airport,40.5201,-90.6524,Macomb,US
KMQI,MEO,Dare County Regional Airport,35.91879,-75.69566,Manteo,US
KMQJ,,Indianapolis Regional Airport,39.8435,-85.8971,Indianapolis,US
KMQS,CTH,Chester County G O Carlson Airport,39.979,-75.8655,Coatesville,US
KMQW,MQW,Telfair Wheeler Airport,32.0958,-82.88,Mc Rae,US
KMQY,MQY,Smyrna Airport,36.009,-86.5201,Smyrna,US
KMRB,MRB,Eastern WV Regional Airport/Shepherd Field,39.4019,-77.9846,Martinsburg,US
KMRC,MRC,Maury County Airport,35.5541,-87.1789,Columbia/Mount Pleasant,US
KMRF,MRF,Marfa Municipal Airport,30.36959,-104.01589,Marfa,US
KMRH,,Michael J. Smith Field,34.7336,-76.6606,Beaufort,US
KMRJ,,Iowa County Airport,42.8868,-90.2362,Mineral Point,US
KMRN,MRN,Foothills Regional Airport,35.8202,-81.6114,Morganton,US
KMRT,,Union County Airport,40.2247,-83.3516,Marysville,US
KMRY,MRY,Monterey Regional Airport,36.58678,-121.84418,Monterey,US
KMSL,MSL,Northwest Alabama Regional Airport,34.74512,-87.61298,Muscle Shoals,US
KMSN,MSN,Dane County Regional Truax Field,43.1399,-89.3375,Madison,US
KMSO,MSO,Missoula Montana Airport,46.91582,-114.09111,Missoula,US
KMSP,MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.88008,-93.22174,Minneapolis,US
KMSS,MSS,Massena International Airport Richards Field,44.93616,-74.8443,Massena,US
KMSV,MSV,Sullivan County International Airport,41.7016,-74.795,Monticello,US
KMSY,MSY,Louis Armstrong New Orleans International Airport,29.9934,-90.26467,New Orleans,US
KMTC,MTC,Selfridge Air National Guard Base Airport,42.61346,-82.83692,Mount Clemens,US
KMTH,MTH,Florida Keys Marathon International Airport,24.72601,-81.05138,Marathon,US
KMTJ,MTJ,Montrose Regional Airport,38.5098,-107.894,Montrose,US
KMTN,MTN,Martin State Airport,39.3257,-76.4138,Baltimore,US
KMTO,MTO,Coles County Memorial Airport,39.4779,-88.2792,Mattoon,US
KMTP,MTP,Montauk Airport,41.0765,-71.9208,Montauk,US
KMTV,,Blue Ridge Airport,36.6307,-80.0183,Martinsville,US
KMTW,MTW,Manitowoc County Airport,44.12712,-87.68198,Manitowoc,US
KMUI,MUI,Muir Army Air Field (Fort Indiantown Gap) Airport,40.43521,-76.56866,Fort Indiantown Gap(Annville),US
KMUL,MUL,Spence Airport,31.14157,-83.70372,Moultrie,US
KMUO,MUO,Mountain Home Air Force Base,43.0436,-115.872,Mountain Home,US
KMUT,MUT,Muscatine Municipal Airport,41.3678,-91.1482,Muscatine,US
KMVC,MVC,Monroe County Aeroplex Airport,31.458,-87.351,Monroeville,US
KMVE,MVE,Montevideo Chippewa County Airport,44.9691,-95.7103,Montevideo,US
KMVI,,Monte Vista Municipal Airport,37.5273,-106.048,Monte Vista,US
KMVL,MVL,Morrisville-Stowe State Airport,44.5346,-72.614,Morrisville,US
KMVM,,Machias Valley Airport,44.7031,-67.4786,Machias,US
KMVN,MVN,Mount Vernon Outland Airport,38.32277,-88.85926,Mount Vernon,US
KMVY,MVY,Martha's Vineyard Airport,41.3931,-70.6143,Martha's Vineyard,US
KMWA,MWA,Veterans Airport of Southern Illinois,37.75121,-89.01657,Marion,US
KMWC,MWC,Lawrence J Timmerman Airport,43.1104,-88.0344,Milwaukee,US
KMWH,MWH,Grant County International Airport,47.2077,-119.32,Moses Lake,US
KMWK,,Mount Airy Surry County Airport,36.4597,-80.553,Mount Airy,US
KMWL,MWL,Mineral Wells Regional Airport,32.7816,-98.0602,Mineral Wells,US
KMWM,MWM,Windom Municipal Airport,43.9134,-95.1094,Windom,US
KMWO,MWO,Middletown Regional Airport,39.531,-84.3953,Middletown,US
KMXA,MXA,Manila Municipal Airport,35.8944,-90.1546,Manila,US
KMXF,MXF,Maxwell Air Force Base,32.3829,-86.3658,Montgomery,US
KMXO,MXO,Monticello Regional Airport,42.2204,-91.1633,Monticello,US
KMYF,MYF,Montgomery-Gibbs Executive Airport,32.8157,-117.14,San Diego,US
KMYJ,,Mexico Memorial Airport,39.1575,-91.8183,Mexico,US
KMYL,MYL,McCall Municipal Airport,44.88884,-116.10111,McCall,US
KMYR,MYR,Myrtle Beach International Airport,33.6797,-78.9283,Myrtle Beach,US
KMYV,MYV,Yuba County Airport,39.0978,-121.57,Marysville,US
KMYZ,,Marysville Municipal Airport,39.85642,-96.63069,Marysville,US
KMZH,,Moose Lake Carlton County Airport,46.4188,-92.8047,Moose Lake,US
KMZJ,MZJ,Pinal Airpark,32.5106,-111.328,Marana,US
KMZZ,MZZ,Marion Municipal Airport,40.4899,-85.6797,Marion,US
KNBC,,Beaufort MCAS - Merritt Field,32.4774,-80.7232,Beaufort,US
KNBG,NBG,New Orleans NAS JRB/Alvin Callender Field,29.8253,-90.035,New Orleans,US
KNBJ,NHX,Naval Outlying Field Barin,30.3891,-87.6353,Foley,US
KNCA,,MCAS New River / McCutcheon Field,34.7084,-77.4397,Jacksonville,US
KNDY,DGN,Dahlgren Naval Surface Warfare Center Airport,38.3325,-77.0372,Dahlgren,US
KNDZ,,Whiting Field Naval Air Station South Airport,30.7044,-87.023,Milton,US
KNEL,NEL,Lakehurst Maxfield Field Airport,40.0333,-74.3533,Lakehurst,US
KNEN,NEN,Whitehouse Naval Outlying Field,30.3539,-81.8719,Jacksonville,US
KNEW,NEW,Lakefront Airport,30.0424,-90.0283,New Orleans,US
KNFD,,Summerdale Naval Outlying Field,30.5077,-87.6455,Summerdale,US
KNFE,,Fentress Naval Auxiliary Landing Field,36.69164,-76.135,Fentress,US
KNFG,,Camp Pendleton MCAS (Munn Field) Airport,33.3013,-117.355,Oceanside,US
KNFJ,,Choctaw Nolf Airport,30.5069,-86.9597,Milton,US
KNFL,NFL,Fallon Naval Air Station,39.4166,-118.701,Fallon,US
KNFW,FWH,NAS Fort Worth JRB / Carswell Field,32.7692,-97.4415,Fort Worth,US
KNGP,NGP,Naval Air Station Corpus Christi Truax Field,27.6926,-97.2911,Corpus Christi,US
KNGS,,Santa Rosa Naval Outlying Field Airport,30.6108,-86.94,Milton,US
KNGU,NGU,Norfolk Naval Station (Chambers Field),36.9376,-76.2893,Norfolk,US
KNGW,NGW,Cabaniss Field Naval Outlying Landing Field,27.70443,-97.44058,Corpus Christi,US
KNHK,NHK,Patuxent River Naval Air Station (Trapnell Field),38.286,-76.4118,Patuxent River,US
KNID,,China Lake Naws (Armitage Field) Airport,35.6854,-117.692,China Lake,US
KNIP,NIP,Jacksonville Naval Air Station (Towers Field),30.2358,-81.6806,Jacksonville,US
KNJK,NJK,El Centro NAF Airport (Vraciu Field),32.8292,-115.672,El Centro,US
KNJM,,Marine Corps Auxiliary Landing Field Bogue,34.6904,-77.0297,Bogue,US
KNJW,,Joe Williams Naval Outlying Field,32.79853,-88.83433,Preston,US
KNKT,,Cherry Point MCAS / Cunningham Field/,34.9009,-76.8807,Cherry Point,US
KNKX,NKX,Miramar Marine Corps Air Station - Mitscher Field,32.8684,-117.143,San Diego,US
KNLC,NLC,Lemoore Naval Air Station (Reeves Field) Airport,36.333,-119.952,Lemoore,US
KNMM,,Naval Air Station Meridian / McCain Field,32.5531,-88.55406,Lauderdale,US
KNOG,,Orange Grove Naval Auxiliary Landing Field,27.9011,-98.0517,Orange Grove,US
KNOW,,Port Angeles Cgas Airport,48.1415,-123.414,Port Angeles,US
KNPA,NPA,Naval Air Station Pensacola Forrest Sherman Field,30.3527,-87.3186,Pensacola,US
KNQA,NQA,Millington-Memphis Airport,35.3567,-89.8703,Millington,US
KNQB,,Silverhill Naval Outlying Landing Field,30.5636,-87.8097,Daphne,US
KNQI,NQI,Kingsville Naval Air Station,27.5072,-97.8097,Kingsville,US
KNQX,NQX,Naval Air Station Key West/Boca Chica Field,24.5758,-81.6889,Key West,US
KNRA,,Coupeville Nolf Airport,48.1883,-122.632,Coupeville,US
KNRB,NRB,Naval Station Mayport / Admiral David L McDonald Field,30.3911,-81.4247,Jacksonville,US
KNRN,,Norton Municipal Airport,39.8504,-99.8947,Norton,US
KNRQ,,Spencer Nolf Airport,30.6253,-87.14,Pace,US
KNRS,NRS,Naval Outlying Field Imperial Beach (Ream Field),32.5667,-117.117,Imperial Beach,US
KNSE,NSE,Whiting Field Naval Air Station - North,30.7242,-87.0219,Milton,US
KNSI,,San Nicolas Island Nolf Airport,33.2398,-119.458,San Nicolas Island,US
KNTD,NTD,Point Mugu Naval Air Station (Naval Base Ventura Co),34.1203,-119.121,Point Mugu,US
KNTU,NTU,Oceana Naval Air Station,36.8207,-76.0335,Virginia Beach,US
KNUC,,San Clemente Island Naval Auxiliary Landing Field,33.0227,-118.588,San Clemente Island,US
KNUI,,Naval Outlying Landing Field Webster,38.14422,-76.42689,St Inigoes,US
KNUQ,NUQ,Moffett Federal Airfield,37.4161,-122.049,Mountain View,US
KNUW,NUW,Whidbey Island Naval Air Station (Ault Field),48.3518,-122.656,Oak Harbor,US
KNVD,NVD,Nevada Municipal Airport,37.8521,-94.3049,Nevada,US
KNWL,,Waldron Field Naval Outlying Landing Field,27.635,-97.3122,Corpus Christi,US
KNXP,,Twentynine Palms Strategic Expeditionary Landing Field,34.2962,-116.162,Twentynine Palms,US
KNYG,NYG,Quantico Marine Corps Airfield / Turner Field,38.5017,-77.3053,Quantico,US
KNYL,YUM,Yuma International Airport / Marine Corps Air Station Yuma,32.65094,-114.60938,Yuma,US
KNZY,NZY,North Island Naval Air Station-Halsey Field,32.6992,-117.215,San Diego,US
KOAJ,OAJ,Albert J Ellis Airport,34.8292,-77.6121,Richlands,US
KOAK,OAK,Oakland San Francisco Bay Airport,37.72008,-122.22118,Oakland,US
KOAR,OAR,Marina Municipal Airport,36.6819,-121.762,Marina,US
KOBE,OBE,Okeechobee County Airport,27.2628,-80.8498,Okeechobee,US
KOBI,,Woodbine Municipal Airport,39.2192,-74.7948,Woodbine,US
KOCF,OCF,Ocala International Airport - Jim Taylor Field,29.1726,-82.2242,Ocala,US
KOCH,OCH,A L Mangham Jr. Regional Airport,31.578,-94.7095,Nacogdoches,US
KOCQ,,J. Douglas Bake Memorial Airport,44.87429,-87.91171,Oconto,US
KOCW,OCW,Warren Field,35.5705,-77.0498,Washington,US
KODO,ODT,Odessa Schlemeyer Field,31.9206,-102.387,Odessa,US
KODX,,Evelyn Sharp Field,41.6242,-98.9524,Ord,US
KOEA,OEA,O'Neal Airport,38.68521,-87.54314,Lawrenceville,US
KOEB,,Branch County Memorial Airport,41.9334,-85.0526,Coldwater,US
KOEL,,Oakley Municipal Airport,39.1099,-100.816,Oakley,US
KOEO,OEO,L O Simenstad Municipal Airport,45.31,-92.6919,Osceola,US
KOFF,OFF,Offutt Air Force Base,41.11931,-95.90851,Omaha,US
KOFK,OFK,Karl Stefan Memorial Airport,41.9855,-97.4351,Norfolk,US
KOFP,,Hanover County Municipal Airport,37.709,-77.4367,Hanover,US
KOGA,OGA,Ogallala Municipal Airport Searle Field,41.1195,-101.77,Ogallala,US
KOGB,OGB,Orangeburg Municipal Airport,33.4568,-80.8595,Orangeburg,US
KOGD,OGD,Ogden Hinckley Airport,41.1959,-112.012,Ogden,US
KOGM,,Ontonagon County Schuster Field,46.8455,-89.3671,Ontonagon,US
KOGS,OGS,Ogdensburg International Airport,44.6819,-75.4655,Ogdensburg,US
KOIC,OIC,Lt Warren Eaton Airport,42.5666,-75.5241,Norwich,US
KOIN,,Oberlin Municipal Airport,39.8339,-100.539,Oberlin,US
KOJA,,Thomas P Stafford Airport,35.5448,-98.6685,Weatherford,US
KOJC,OJC,Johnson County Executive Airport,38.8476,-94.7376,Olathe,US
KOKB,OCN,Oceanside Municipal Airport,33.21795,-117.35168,Oceanside,US
KOKC,OKC,OKC Will Rogers World Airport,35.39339,-97.59825,Oklahoma City,US
KOKH,ODW,AJ Eisenberg Airport,48.2515,-122.674,Oak Harbor,US
KOKK,OKK,Kokomo Municipal Airport,40.5282,-86.059,Kokomo,US
KOKM,OKM,Okmulgee Regional Airport,35.6681,-95.9487,Okmulgee,US
KOKS,OKS,Garden County Airport/King Rhiley Field,41.401,-102.355,Oshkosh,US
KOKV,WGO,Winchester Regional Airport,39.1435,-78.1444,Winchester,US
KOKZ,,Kaolin Field,32.9667,-82.8382,Sandersville,US
KOLD,OLD,Dewitt Field - Old Town Municipal Airport,44.9528,-68.6743,Old Town,US
KOLE,OLE,Cattaraugus County-Olean Airport,42.2412,-78.3714,Olean,US
KOLF,OLF,L M Clayton Airport,48.0945,-105.575,Wolf Point,US
KOLG,,Solon Springs Municipal Airport,46.3148,-91.8164,Solon Springs,US
KOLM,OLM,Olympia Regional Airport,46.9694,-122.903,Olympia,US
KOLS,OLS,Nogales International Airport,31.4177,-110.848,Nogales,US
KOLU,OLU,Columbus Municipal Airport,41.44814,-97.34017,Columbus,US
KOLV,OLV,Olive Branch Airport,34.9787,-89.7869,Olive Branch,US
KOLY,OLY,Olney Noble Airport,38.7218,-88.1764,Olney-Noble,US
KOLZ,,Oelwein Municipal Airport,42.68089,-91.97372,Oelwein,US
KOMA,OMA,Eppley Airfield,41.3032,-95.8941,Omaha,US
KOMH,,Orange County Airport,38.2472,-78.0456,Orange,US
KOMK,OMK,Omak Airport,48.4644,-119.518,Omak,US
KOMN,,Ormond Beach Municipal Airport,29.3006,-81.1136,Ormond Beach,US
KONA,ONA,Winona Municipal Airport Max Conrad Field,44.0772,-91.7083,Winona,US
KONL,ONL,O'Neill Municipal Airport–John L Baker Field,42.46892,-98.68699,O'Neill,US
KONM,ONM,Socorro Municipal Airport,34.0225,-106.903,Socorro,US
KONO,ONO,Ontario Municipal Airport,44.0198,-117.01329,Oregon,US
KONP,ONP,Newport Municipal Airport,44.5804,-124.058,Newport,US
KONT,ONT,Ontario International Airport,34.056,-117.601,Ontario,US
KONX,,Currituck County Regional Airport,36.3989,-76.0163,Maple,US
KONY,ONY,Olney Municipal Airport,33.3509,-98.8192,Olney,US
KONZ,,Grosse Ile Municipal Airport,42.0991,-83.1615,Detroit/Grosse Ile,US
KOOA,OOA,Oskaloosa Municipal Airport,41.2262,-92.4939,Cedar,US
KOPF,OPF,Miami-Opa Locka Executive Airport,25.907,-80.2784,Miami,US
KOPL,OPL,St Landry Parish Ahart Field,30.5584,-92.0994,Opelousas,US
KOPN,,Thomaston Upson County Airport,32.9546,-84.2632,Thomaston,US
KOQN,,Brandywine Regional Airport,39.9901,-75.5819,West Chester,US
KOQU,NCO,Quonset State Airport,41.5971,-71.4121,North Kingstown,US
KOQW,,Maquoketa Municipal Airport,42.0507,-90.73922,Maquoketa,US
KORB,,Orr Regional Airport,48.0159,-92.8561,Orr,US
KORD,ORD,Chicago O'Hare International Airport,41.9786,-87.9048,Chicago,US
KORE,,Orange Municipal Airport,42.5701,-72.2886,Orange,US
KORF,ORF,Norfolk International Airport,36.89534,-76.201,Norfolk,US
KORG,,Orange County Airport,30.0692,-93.8009,Orange,US
KORH,ORH,Worcester Regional Airport,42.2673,-71.8757,Worcester,US
KORK,,North Little Rock Municipal Airport,34.8331,-92.2541,North Little Rock,US
KORL,ORL,Orlando Executive Airport,28.5455,-81.3329,Orlando,US
KORS,ESD,Orcas Island Airport,48.7082,-122.91,Eastsound,US
KOSA,MPS,Mount Pleasant Regional Airport,33.0955,-94.9615,Mount Pleasant,US
KOSC,OSC,Oscoda Wurtsmith Airport,44.4516,-83.3941,Oscoda,US
KOSH,OSH,Wittman Regional Airport,43.9844,-88.557,Oshkosh,US
KOSU,OSU,The Ohio State University Airport - Don Scott Field,40.0798,-83.073,Columbus,US
KOSX,OSX,Kosciusko Attala County Airport,33.0903,-89.542,Kosciusko,US
KOTG,OTG,Worthington Municipal Airport,43.65477,-95.57736,Worthington,US
KOTH,OTH,Southwest Oregon Regional Airport,43.4171,-124.246,North Bend,US
KOTM,OTM,Ottumwa Regional Airport,41.10637,-92.44984,Ottumwa,US
KOUN,OUN,University of Oklahoma Westheimer Airport,35.2456,-97.4721,Norman,US
KOVE,OVE,Oroville Municipal Airport,39.4878,-121.622,Oroville,US
KOVL,,Olivia Regional Airport,44.7786,-95.0328,Olivia,US
KOVO,,North Vernon Airport,39.0456,-85.6053,North Vernon,US
KOVS,,Boscobel Airport,43.1602,-90.6755,Boscobel,US
KOWA,OWA,Owatonna Degner Regional Airport,44.1234,-93.2606,Owatonna,US
KOWB,OWB,Owensboro Daviess County Airport,37.7401,-87.1668,Owensboro,US
KOWD,OWD,Norwood Memorial Airport,42.1905,-71.1729,Norwood,US
KOWI,,Ottawa Municipal Airport,38.5387,-95.253,Ottawa,US
KOWK,OWK,Central Maine/Norridgewock Airport,44.7155,-69.8665,Norridgewock,US
KOWP,,William R. Pogue Municipal Airport,36.1753,-96.1518,Sand Springs,US
KOWX,,Putnam County Airport,41.0356,-83.982,Ottawa,US
KOXB,OCE,Ocean City Municipal Airport,38.3104,-75.124,Ocean City,US
KOXC,OXC,Waterbury Oxford Airport,41.4786,-73.1352,Oxford,US
KOXD,OXD,Miami University Airport,39.5023,-84.7844,Oxford,US
KOXI,,Starke County Airport,41.3301,-86.6623,Knox,US
KOXR,OXR,Oxnard Airport,34.2008,-119.207,Oxnard,US
KOXV,,Knoxville Municipal Airport,41.2989,-93.1138,Knoxville,US
KOYM,STQ,St Marys Municipal Airport,41.4125,-78.5026,St Marys,US
KOZA,OZA,Ozona Municipal Airport,30.7353,-101.203,Ozona,US
KOZR,OZR,Cairns AAF (Fort Rucker) Air Field,31.2757,-85.7134,Fort Rucker/Ozark,US
KOZW,,Livingston County Spencer J. Hardy Airport,42.6292,-83.9821,Howell,US
KPAE,PAE,Seattle Paine Field International Airport,47.9063,-122.282,Everett,US
KPAH,PAH,Barkley Regional Airport,37.0608,-88.7738,Paducah,US
KPAM,PAM,Tyndall Air Force Base,30.0696,-85.5754,Panama City,US
KPAN,PJB,Payson Airport,34.2568,-111.339,Payson,US
KPAO,PAO,Palo Alto Airport,37.4611,-122.115,Palo Alto,US
KPBF,PBF,"Pine Bluff Regional Airport, Grider Field",34.17412,-91.93564,Pine Bluff,US
KPBG,PBG,Plattsburgh International Airport,44.6509,-73.4681,Plattsburgh,US
KPBH,,Price County Airport,45.709,-90.4025,Phillips,US
KPBX,PVL,Pike County Airport Hatcher Field,37.56079,-82.57005,Pikeville,US
KPCM,,Plant City Municipal Airport,28.0002,-82.1642,Plant City,US
KPCW,,Erie-Ottawa International Airport,41.51565,-82.86833,Port Clinton,US
KPCZ,,Waupaca Municipal Airport,44.3333,-89.0198,Waupaca,US
KPDC,PCD,Prairie Du Chien Municipal Airport,43.0193,-91.1237,Prairie Du Chien,US
KPDK,PDK,DeKalb Peachtree Airport,33.87633,-84.30213,Atlanta,US
KPDT,PDT,Eastern Oregon Regional Airport at Pendleton,45.6951,-118.841,Pendleton,US
KPDX,PDX,Portland International Airport,45.5887,-122.598,Portland,US
